id,source,marketplace,country,ProductCat,ProductAgg,Product,Date,DateFormatted,DateMarket,Wholesale,Retail,Currency,Unit,Active,
542656,EAGC-RATIN,Kampala,UGA,Peas,Peas,Cowpeas,4/22/20 0:00,4/22/20 0:,4/22/20 0:KampalaCowpeas,160,138,KES,1Kg,1,4/23/20 7:34
542658,EAGC-RATIN,Ruhengeri,RWA,Cereals - Other,Wheat,Wheat,4/22/20 0:00,4/22/20 0:,4/22/20 0:RuhengeriWheat,75,70,KES,1Kg,1,4/23/20 7:34
542661,EAGC-RATIN,Gitega,BDI,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:GitegaMixed Beans,74,69,KES,1Kg,1,4/23/20 7:34
542662,EAGC-RATIN,Gitega,BDI,Peas,Peas,Green Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:GitegaGreen Peas,133,127,KES,1Kg,1,4/23/20 7:34
542663,EAGC-RATIN,Gicumbi,RWA,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:GicumbiRed Sorghum,38,32,KES,1Kg,1,4/23/20 7:34
542664,EAGC-RATIN,Kobero,BDI,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:KoberoMillet Grain,80,74,KES,1Kg,1,4/23/20 7:34
542665,EAGC-RATIN,Gitega,BDI,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:GitegaImported Rice,133,127,KES,1Kg,1,4/23/20 7:34
542669,EAGC-RATIN,Masindi,UGA,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:MasindiYellow Beans,133,120,KES,1Kg,1,4/23/20 7:35
542670,EAGC-RATIN,Bujumbura,BDI,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:BujumburaRed Beans,80,77,KES,1Kg,1,4/23/20 7:35
542671,EAGC-RATIN,Bujumbura,BDI,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:BujumburaYellow Beans,127,122,KES,1Kg,1,4/23/20 7:35
542673,EAGC-RATIN,Ruhengeri,RWA,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:RuhengeriDry Maize,30,29,KES,1Kg,1,4/23/20 7:35
542674,EAGC-RATIN,Kapchorwa,UGA,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KapchorwaMixed Beans,93,80,KES,1Kg,1,4/23/20 7:35
542675,EAGC-RATIN,Kabale,UGA,Peas,Peas,Green Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:KabaleGreen Peas,160,106,KES,1Kg,1,4/23/20 7:35
542680,EAGC-RATIN,Masindi,UGA,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:MasindiImported Rice,106,101,KES,1Kg,1,4/23/20 7:35
542683,EAGC-RATIN,Lira,UGA,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraRed Sorghum,27,24,KES,1Kg,1,4/23/20 7:35
542685,EAGC-RATIN,Kobero,BDI,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KoberoYellow Beans,117,106,KES,1Kg,1,4/23/20 7:35
542686,EAGC-RATIN,Ngozi,BDI,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:NgoziYellow Beans,133,127,KES,1Kg,1,4/23/20 7:35
542688,EAGC-RATIN,Kimironko,RWA,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:KimironkoMillet Grain,86,80,KES,1Kg,1,4/23/20 7:35
542689,EAGC-RATIN,Kapchorwa,UGA,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KapchorwaYellow Beans,133,114,KES,1Kg,1,4/23/20 7:35
542690,EAGC-RATIN,Masindi,UGA,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:MasindiMixed Beans,93,80,KES,1Kg,1,4/23/20 7:35
542692,EAGC-RATIN,Lira,UGA,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraDry Maize,40,35,KES,1Kg,1,4/23/20 7:35
542693,EAGC-RATIN,Gicumbi,RWA,Beans,Beans,Green Gram,4/22/20 0:00,4/22/20 0:,4/22/20 0:GicumbiGreen Gram,97,86,KES,1Kg,1,4/23/20 7:36
542695,EAGC-RATIN,Kobero,BDI,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KoberoMixed Beans,69,64,KES,1Kg,1,4/23/20 7:36
542696,EAGC-RATIN,Gitega,BDI,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:GitegaRed Sorghum,74,69,KES,1Kg,1,4/23/20 7:36
542697,EAGC-RATIN,Masindi,UGA,Peas,Peas,Cowpeas,4/22/20 0:00,4/22/20 0:,4/22/20 0:MasindiCowpeas,120,101,KES,1Kg,1,4/23/20 7:36
542699,EAGC-RATIN,Kapchorwa,UGA,Cereals - Other,Wheat,Wheat,4/22/20 0:00,4/22/20 0:,4/22/20 0:KapchorwaWheat,40,29,KES,1Kg,1,4/23/20 7:36
542700,EAGC-RATIN,Kimironko,RWA,Cereals - Other,Wheat,Wheat,4/22/20 0:00,4/22/20 0:,4/22/20 0:KimironkoWheat,80,75,KES,1Kg,1,4/23/20 7:36
542701,EAGC-RATIN,Kampala,UGA,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:KampalaImported Rice,120,104,KES,1Kg,1,4/23/20 7:36
542702,EAGC-RATIN,Gulu,UGA,Peas,Peas,Green Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:GuluGreen Peas,160,133,KES,1Kg,1,4/23/20 7:36
542703,EAGC-RATIN,Ruhengeri,RWA,Peas,Peas,Green Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:RuhengeriGreen Peas,107,86,KES,1Kg,1,4/23/20 7:36
542705,EAGC-RATIN,Kobero,BDI,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:KoberoDry Maize,37,34,KES,1Kg,1,4/23/20 7:36
542707,EAGC-RATIN,Kobero,BDI,Peas,Peas,Dry Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:KoberoDry Peas,186,180,KES,1Kg,1,4/23/20 7:36
542709,EAGC-RATIN,Gitega,BDI,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:GitegaRice,122,117,KES,1Kg,1,4/23/20 7:36
542710,EAGC-RATIN,Ngozi,BDI,Peas,Peas,Green Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:NgoziGreen Peas,133,127,KES,1Kg,1,4/23/20 7:36
542712,EAGC-RATIN,Kabale,UGA,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KabaleMixed Beans,93,80,KES,1Kg,1,4/23/20 7:36
542713,EAGC-RATIN,Ruhengeri,RWA,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:RuhengeriYellow Beans,91,86,KES,1Kg,1,4/23/20 7:36
542714,EAGC-RATIN,Lira,UGA,Peas,Peas,Cowpeas,4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraCowpeas,133,112,KES,1Kg,1,4/23/20 7:36
542716,EAGC-RATIN,Lira,UGA,Beans,Beans,Black Beans (Dolichos),4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraBlack Beans (Dolichos),93,88,KES,1Kg,1,4/23/20 7:36
542717,EAGC-RATIN,Masindi,UGA,Beans,Beans,Black Beans (Dolichos),4/22/20 0:00,4/22/20 0:,4/22/20 0:MasindiBlack Beans (Dolichos),101,93,KES,1Kg,1,4/23/20 7:36
542718,EAGC-RATIN,Gicumbi,RWA,Cereals - Other,Wheat,Wheat,4/22/20 0:00,4/22/20 0:,4/22/20 0:GicumbiWheat,75,70,KES,1Kg,1,4/23/20 7:36
542719,EAGC-RATIN,Gulu,UGA,Beans,Beans,Black Beans (Dolichos),4/22/20 0:00,4/22/20 0:,4/22/20 0:GuluBlack Beans (Dolichos),96,88,KES,1Kg,1,4/23/20 7:36
542720,EAGC-RATIN,Masindi,UGA,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:MasindiMillet Grain,80,53,KES,1Kg,1,4/23/20 7:36
542721,EAGC-RATIN,Ngozi,BDI,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:NgoziRed Beans,80,74,KES,1Kg,1,4/23/20 7:36
542722,EAGC-RATIN,Kobero,BDI,Peas,Peas,Green Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:KoberoGreen Peas,133,122,KES,1Kg,0,4/23/20 8:00
542723,EAGC-RATIN,Ngozi,BDI,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:NgoziDry Maize,40,37,KES,1Kg,1,4/23/20 7:36
542725,EAGC-RATIN,Lira,UGA,Beans,Beans,Green Gram,4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraGreen Gram,106,93,KES,1Kg,1,4/23/20 7:36
542726,EAGC-RATIN,Kimironko,RWA,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KimironkoRed Beans,80,75,KES,1Kg,1,4/23/20 7:36
542727,EAGC-RATIN,Bujumbura,BDI,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:BujumburaRice,101,95,KES,1Kg,1,4/23/20 7:36
542730,EAGC-RATIN,Gulu,UGA,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:GuluYellow Beans,120,112,KES,1Kg,1,4/23/20 7:36
542731,EAGC-RATIN,Gulu,UGA,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:GuluMixed Beans,88,80,KES,1Kg,1,4/23/20 7:36
542733,EAGC-RATIN,Lira,UGA,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraYellow Beans,120,112,KES,1Kg,1,4/23/20 7:37
542734,EAGC-RATIN,Gicumbi,RWA,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:GicumbiRed Beans,70,64,KES,1Kg,1,4/23/20 7:37
542735,EAGC-RATIN,Kampala,UGA,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:KampalaRice,112,101,KES,1Kg,1,4/23/20 7:37
542736,EAGC-RATIN,Gicumbi,RWA,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:GicumbiRice,97,91,KES,1Kg,1,4/23/20 7:37
542738,EAGC-RATIN,Kimironko,RWA,Beans,Beans,Black Beans (Dolichos),4/22/20 0:00,4/22/20 0:,4/22/20 0:KimironkoBlack Beans (Dolichos),139,129,KES,1Kg,1,4/23/20 7:37
542741,EAGC-RATIN,Gulu,UGA,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:GuluDry Maize,40,32,KES,1Kg,1,4/23/20 7:37
542742,EAGC-RATIN,Kimironko,RWA,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KimironkoMixed Beans,64,59,KES,1Kg,1,4/23/20 7:37
542744,EAGC-RATIN,Ruhengeri,RWA,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:RuhengeriMillet Grain,86,75,KES,1Kg,1,4/23/20 7:37
542746,EAGC-RATIN,Masindi,UGA,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:MasindiRed Sorghum,40,35,KES,1Kg,1,4/23/20 7:37
542748,EAGC-RATIN,Kampala,UGA,Peas,Peas,Green Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:KampalaGreen Peas,213,160,KES,1Kg,1,4/23/20 7:37
542749,EAGC-RATIN,Masindi,UGA,Peas,Peas,Green Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:MasindiGreen Peas,133,120,KES,1Kg,1,4/23/20 7:37
542750,EAGC-RATIN,Masindi,UGA,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:MasindiDry Maize,32,31,KES,1Kg,1,4/23/20 7:37
542751,EAGC-RATIN,Kobero,BDI,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:KoberoRed Sorghum,64,58,KES,1Kg,1,4/23/20 7:37
542752,EAGC-RATIN,Kampala,UGA,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:KampalaDry Maize,40,35,KES,1Kg,1,4/23/20 7:37
542753,EAGC-RATIN,Ruhengeri,RWA,Peas,Peas,Cowpeas,4/22/20 0:00,4/22/20 0:,4/22/20 0:RuhengeriCowpeas,139,129,KES,1Kg,1,4/23/20 7:37
542754,EAGC-RATIN,Kampala,UGA,Beans,Beans,Green Gram,4/22/20 0:00,4/22/20 0:,4/22/20 0:KampalaGreen Gram,133,120,KES,1Kg,1,4/23/20 7:37
542755,EAGC-RATIN,Lira,UGA,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraImported Rice,112,101,KES,1Kg,1,4/23/20 7:37
542756,EAGC-RATIN,Gitega,BDI,Peas,Peas,Dry Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:GitegaDry Peas,196,191,KES,1Kg,1,4/23/20 7:37
542757,EAGC-RATIN,Bujumbura,BDI,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:BujumburaDry Maize,45,42,KES,1Kg,1,4/23/20 7:37
542761,EAGC-RATIN,Kobero,BDI,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:KoberoImported Rice,159,154,KES,1Kg,1,4/23/20 7:37
542762,EAGC-RATIN,Lira,UGA,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraMillet Grain,53,43,KES,1Kg,1,4/23/20 7:37
542763,EAGC-RATIN,Kabale,UGA,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:KabaleImported Rice,106,101,KES,1Kg,1,4/23/20 7:37
542764,EAGC-RATIN,Kabale,UGA,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:KabaleRed Sorghum,40,32,KES,1Kg,1,4/23/20 7:37
542767,EAGC-RATIN,Bujumbura,BDI,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:BujumburaMillet Grain,85,80,KES,1Kg,1,4/23/20 7:37
542768,EAGC-RATIN,Kimironko,RWA,Peas,Peas,Cowpeas,4/22/20 0:00,4/22/20 0:,4/22/20 0:KimironkoCowpeas,150,139,KES,1Kg,1,4/23/20 7:37
542769,EAGC-RATIN,Kimironko,RWA,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KimironkoYellow Beans,102,97,KES,1Kg,1,4/23/20 7:37
542771,EAGC-RATIN,Gitega,BDI,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:GitegaRed Beans,90,85,KES,1Kg,0,4/23/20 8:00
542772,EAGC-RATIN,Gulu,UGA,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:GuluImported Rice,106,101,KES,1Kg,1,4/23/20 7:37
542774,EAGC-RATIN,Kapchorwa,UGA,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:KapchorwaDry Maize,40,32,KES,1Kg,1,4/23/20 7:37
542775,EAGC-RATIN,Gicumbi,RWA,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:GicumbiMixed Beans,59,54,KES,1Kg,1,4/23/20 7:37
542776,EAGC-RATIN,Ngozi,BDI,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:NgoziImported Rice,159,154,KES,1Kg,1,4/23/20 7:37
542777,EAGC-RATIN,Kimironko,RWA,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:KimironkoImported Rice,150,129,KES,1Kg,1,4/23/20 7:37
542778,EAGC-RATIN,Gicumbi,RWA,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:GicumbiMillet Grain,86,80,KES,1Kg,1,4/23/20 7:37
542779,EAGC-RATIN,Gitega,BDI,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:GitegaYellow Beans,122,117,KES,1Kg,1,4/23/20 7:37
542780,EAGC-RATIN,Ruhengeri,RWA,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:RuhengeriRed Beans,80,75,KES,1Kg,1,4/23/20 7:37
542781,EAGC-RATIN,Kampala,UGA,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KampalaRed Beans,133,120,KES,1Kg,1,4/23/20 7:37
542782,EAGC-RATIN,Kabale,UGA,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:KabaleRice,106,96,KES,1Kg,1,4/23/20 7:38
542783,EAGC-RATIN,Masindi,UGA,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:MasindiRice,106,101,KES,1Kg,1,4/23/20 7:38
542784,EAGC-RATIN,Kapchorwa,UGA,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KapchorwaRed Beans,120,112,KES,1Kg,1,4/23/20 7:38
542786,EAGC-RATIN,Bujumbura,BDI,Peas,Peas,Green Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:BujumburaGreen Peas,170,159,KES,1Kg,1,4/23/20 7:38
542787,EAGC-RATIN,Kabale,UGA,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KabaleYellow Beans,120,108,KES,1Kg,1,4/23/20 7:38
542788,EAGC-RATIN,Kabale,UGA,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KabaleRed Beans,120,106,KES,1Kg,1,4/23/20 7:38
542789,EAGC-RATIN,Kabale,UGA,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:KabaleDry Maize,40,35,KES,1Kg,1,4/23/20 7:38
542791,EAGC-RATIN,Kapchorwa,UGA,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:KapchorwaImported Rice,120,101,KES,1Kg,1,4/23/20 7:38
542792,EAGC-RATIN,Bujumbura,BDI,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:BujumburaRed Sorghum,80,74,KES,1Kg,1,4/23/20 7:38
542794,EAGC-RATIN,Kampala,UGA,Beans,Beans,Black Beans (Dolichos),4/22/20 0:00,4/22/20 0:,4/22/20 0:KampalaBlack Beans (Dolichos),101,93,KES,1Kg,1,4/23/20 7:38
542795,EAGC-RATIN,Kapchorwa,UGA,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:KapchorwaRed Sorghum,40,32,KES,1Kg,1,4/23/20 7:38
542796,EAGC-RATIN,Kampala,UGA,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:KampalaRed Sorghum,40,35,KES,1Kg,1,4/23/20 7:38
542797,EAGC-RATIN,Kimironko,RWA,Peas,Peas,Green Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:KimironkoGreen Peas,129,118,KES,1Kg,1,4/23/20 7:38
542798,EAGC-RATIN,Ngozi,BDI,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:NgoziRed Sorghum,69,64,KES,1Kg,1,4/23/20 7:38
542800,EAGC-RATIN,Bujumbura,BDI,Peas,Peas,Dry Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:BujumburaDry Peas,212,207,KES,1Kg,1,4/23/20 7:38
542803,EAGC-RATIN,Gitega,BDI,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:GitegaDry Maize,42,37,KES,1Kg,1,4/23/20 7:38
542804,EAGC-RATIN,Kapchorwa,UGA,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:KapchorwaRice,106,101,KES,1Kg,1,4/23/20 7:38
542805,EAGC-RATIN,Gulu,UGA,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:GuluRed Beans,120,109,KES,1Kg,1,4/23/20 7:38
542807,EAGC-RATIN,Gulu,UGA,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:GuluRed Sorghum,32,28,KES,1Kg,1,4/23/20 7:38
542809,EAGC-RATIN,Gicumbi,RWA,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:GicumbiImported Rice,129,107,KES,1Kg,1,4/23/20 7:38
542810,EAGC-RATIN,Kimironko,RWA,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:KimironkoRice,97,86,KES,1Kg,1,4/23/20 7:38
542811,EAGC-RATIN,Masindi,UGA,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:MasindiRed Beans,120,106,KES,1Kg,1,4/23/20 7:38
542812,EAGC-RATIN,Gicumbi,RWA,Beans,Beans,Yellow Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:GicumbiYellow Beans,75,70,KES,1Kg,1,4/23/20 7:38
542814,EAGC-RATIN,Kabale,UGA,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:KabaleMillet Grain,67,48,KES,1Kg,1,4/23/20 7:38
542815,EAGC-RATIN,Kobero,BDI,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KoberoRed Beans,58,53,KES,1Kg,1,4/23/20 7:38
542816,EAGC-RATIN,Ruhengeri,RWA,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:RuhengeriImported Rice,139,129,KES,1Kg,1,4/23/20 7:38
542817,EAGC-RATIN,Ngozi,BDI,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:NgoziMillet Grain,80,77,KES,1Kg,1,4/23/20 7:38
542819,EAGC-RATIN,Ruhengeri,RWA,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:RuhengeriRice,97,91,KES,1Kg,1,4/23/20 7:39
542820,EAGC-RATIN,Gulu,UGA,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:GuluRice,106,101,KES,1Kg,1,4/23/20 7:39
542821,EAGC-RATIN,Ruhengeri,RWA,Cereals - Other,Sorghum,Red Sorghum,4/22/20 0:00,4/22/20 0:,4/22/20 0:RuhengeriRed Sorghum,40,35,KES,1Kg,1,4/23/20 7:39
542822,EAGC-RATIN,Gulu,UGA,Beans,Beans,Green Gram,4/22/20 0:00,4/22/20 0:,4/22/20 0:GuluGreen Gram,106,80,KES,1Kg,1,4/23/20 7:39
542824,EAGC-RATIN,Bujumbura,BDI,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:BujumburaMixed Beans,80,74,KES,1Kg,1,4/23/20 7:39
542825,EAGC-RATIN,Ngozi,BDI,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:NgoziRice,106,101,KES,1Kg,1,4/23/20 7:39
542826,EAGC-RATIN,Bujumbura,BDI,Cereals - Other,Wheat,Wheat,4/22/20 0:00,4/22/20 0:,4/22/20 0:BujumburaWheat,85,80,KES,1Kg,1,4/23/20 7:39
542827,EAGC-RATIN,Kimironko,RWA,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:KimironkoDry Maize,30,27,KES,1Kg,1,4/23/20 7:39
542828,EAGC-RATIN,Kampala,UGA,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:KampalaMillet Grain,67,59,KES,1Kg,1,4/23/20 7:39
542829,EAGC-RATIN,Gitega,BDI,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:GitegaMillet Grain,64,58,KES,1Kg,1,4/23/20 7:39
542830,EAGC-RATIN,Ngozi,BDI,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:NgoziMixed Beans,74,69,KES,1Kg,1,4/23/20 7:39
542831,EAGC-RATIN,Lira,UGA,Peas,Peas,Green Peas,4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraGreen Peas,160,133,KES,1Kg,1,4/23/20 7:39
542832,EAGC-RATIN,Gitega,BDI,Cereals - Other,Wheat,Wheat,4/22/20 0:00,4/22/20 0:,4/22/20 0:GitegaWheat,85,80,KES,1Kg,1,4/23/20 7:39
542833,EAGC-RATIN,Ruhengeri,RWA,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:RuhengeriMixed Beans,54,48,KES,1Kg,1,4/23/20 7:39
542834,EAGC-RATIN,Ngozi,BDI,Cereals - Other,Wheat,Wheat,4/22/20 0:00,4/22/20 0:,4/22/20 0:NgoziWheat,85,80,KES,1Kg,1,4/23/20 7:39
542835,EAGC-RATIN,Gulu,UGA,Cereals - Other,Millet,Millet Grain,4/22/20 0:00,4/22/20 0:,4/22/20 0:GuluMillet Grain,53,40,KES,1Kg,1,4/23/20 7:39
542836,EAGC-RATIN,Kampala,UGA,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:KampalaMixed Beans,101,96,KES,1Kg,1,4/23/20 7:39
542837,EAGC-RATIN,Gicumbi,RWA,Cereals - Maize,Maize,Dry Maize,4/22/20 0:00,4/22/20 0:,4/22/20 0:GicumbiDry Maize,29,27,KES,1Kg,1,4/23/20 7:39
542838,EAGC-RATIN,Lira,UGA,Cereals - Rice,Rice,Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraRice,101,96,KES,1Kg,1,4/23/20 7:39
542840,EAGC-RATIN,Bujumbura,BDI,Cereals - Rice,Rice,Imported Rice,4/22/20 0:00,4/22/20 0:,4/22/20 0:BujumburaImported Rice,148,143,KES,1Kg,1,4/23/20 7:39
542841,EAGC-RATIN,Lira,UGA,Beans,Beans,Red Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraRed Beans,120,108,KES,1Kg,1,4/23/20 7:39
542842,EAGC-RATIN,Lira,UGA,Beans,Beans,Mixed Beans,4/22/20 0:00,4/22/20 0:,4/22/20 0:LiraMixed Beans,93,80,KES,1Kg,1,4/23/20 7:39
542657,EAGC-RATIN,Ruhengeri,RWA,Cereals - Rice,Rice,Rice,4/20/20 0:00,4/20/20 0:,4/20/20 0:RuhengeriRice,97,91,KES,1Kg,1,4/23/20 7:34
