Market,Product,Country,Date,Retail (MT),Wholesale (MT),Currency
Bujumbura,Maize,Burundi,10/4/11,0,548798,BIF
Bujumbura,Maize,Burundi,10/5/11,0,549000,BIF
Bujumbura,Maize,Burundi,10/6/11,0,498970,BIF
Bujumbura,Maize,Burundi,10/7/11,0,549299,BIF
Bujumbura,Maize,Burundi,10/10/11,0,549872,BIF
Bujumbura,Maize,Burundi,10/11/11,0,534063,BIF
Bujumbura,Maize,Burundi,10/12/11,0,549063,BIF
Bujumbura,Maize,Burundi,10/13/11,0,568465,BIF
Bujumbura,Maize,Burundi,10/14/11,0,568855,BIF
Bujumbura,Maize,Burundi,10/15/11,0,572481,BIF
Bujumbura,Maize,Burundi,10/17/11,0,599542,BIF
Bujumbura,Maize,Burundi,10/18/11,0,596238,BIF
Bujumbura,Maize,Burundi,10/19/11,0,599089,BIF
Bujumbura,Maize,Burundi,10/20/11,0,596998,BIF
Bujumbura,Maize,Burundi,10/21/11,0,550405,BIF
Bujumbura,Maize,Burundi,10/26/11,0,549611,BIF
Bujumbura,Maize,Burundi,10/27/11,0,549580,BIF
Bujumbura,Maize,Burundi,10/28/11,0,599123,BIF
Bujumbura,Maize,Burundi,10/29/11,0,598789,BIF
Bujumbura,Maize,Burundi,10/31/11,0,601564,BIF
Bujumbura,Maize,Burundi,11/1/11,0,550060,BIF
Bujumbura,Maize,Burundi,11/2/11,0,552529,BIF
Bujumbura,Maize,Burundi,11/3/11,0,599873,BIF
Bujumbura,Maize,Burundi,11/4/11,0,602446,BIF
Bujumbura,Maize,Burundi,11/7/11,0,549675,BIF
Bujumbura,Maize,Burundi,11/8/11,0,547926,BIF
Bujumbura,Maize,Burundi,11/9/11,0,548540,BIF
Bujumbura,Maize,Burundi,11/10/11,0,549181,BIF
Bujumbura,Maize,Burundi,11/11/11,0,549280,BIF
Bujumbura,Maize,Burundi,11/16/11,0,596942,BIF
Bujumbura,Maize,Burundi,11/18/11,0,552159,BIF
Bujumbura,Maize,Burundi,11/28/11,0,595700,BIF
Bujumbura,Maize,Burundi,11/29/11,0,595700,BIF
Bujumbura,Maize,Burundi,11/30/11,0,550626,BIF
Bujumbura,Maize,Burundi,12/1/11,0,550626,BIF
Bujumbura,Maize,Burundi,12/2/11,0,547362,BIF
Bujumbura,Maize,Burundi,12/5/11,0,602092,BIF
Bujumbura,Maize,Burundi,12/6/11,0,552218,BIF
Bujumbura,Maize,Burundi,12/7/11,0,550346,BIF
Bujumbura,Maize,Burundi,12/8/11,0,532430,BIF
Bujumbura,Maize,Burundi,12/12/11,0,566884,BIF
Bujumbura,Maize,Burundi,12/13/11,0,542349,BIF
Bujumbura,Maize,Burundi,12/14/11,0,536844,BIF
Bujumbura,Maize,Burundi,12/19/11,0,573450,BIF
Bujumbura,Maize,Burundi,12/20/11,0,575244,BIF
Bujumbura,Maize,Burundi,12/21/11,0,578313,BIF
Bujumbura,Maize,Burundi,12/22/11,0,573013,BIF
Bujumbura,Maize,Burundi,12/23/11,0,574607,BIF
Bujumbura,Maize,Burundi,12/24/11,0,578205,BIF
Bujumbura,Maize,Burundi,12/26/11,0,581810,BIF
Bujumbura,Maize,Burundi,12/27/11,0,599673,BIF
Bujumbura,Maize,Burundi,12/28/11,0,602216,BIF
Bujumbura,Maize,Burundi,12/29/11,0,588098,BIF
Bujumbura,Maize,Burundi,12/30/11,0,588167,BIF
Bujumbura,Maize,Burundi,1/2/12,0,599770,BIF
Bujumbura,Maize,Burundi,1/3/12,0,606940,BIF
Bujumbura,Maize,Burundi,1/4/12,0,595704,BIF
Bujumbura,Maize,Burundi,1/5/12,0,590935,BIF
Bujumbura,Maize,Burundi,1/6/12,0,593474,BIF
Bujumbura,Maize,Burundi,1/7/12,0,337440,BIF
Bujumbura,Maize,Burundi,1/9/12,0,600178,BIF
Bujumbura,Maize,Burundi,1/10/12,0,594461,BIF
Bujumbura,Maize,Burundi,1/11/12,0,588372,BIF
Bujumbura,Maize,Burundi,1/12/12,0,598721,BIF
Bujumbura,Maize,Burundi,1/13/12,0,588925,BIF
Bujumbura,Maize,Burundi,1/16/12,0,600350,BIF
Bujumbura,Maize,Burundi,1/17/12,0,598305,BIF
Bujumbura,Maize,Burundi,1/18/12,0,596845,BIF
Bujumbura,Maize,Burundi,1/19/12,0,599194,BIF
Bujumbura,Maize,Burundi,1/20/12,0,598787,BIF
Bujumbura,Maize,Burundi,1/23/12,0,600048,BIF
Bujumbura,Maize,Burundi,1/24/12,0,595483,BIF
Bujumbura,Maize,Burundi,1/25/12,0,600320,BIF
Bujumbura,Maize,Burundi,1/26/12,0,600320,BIF
Bujumbura,Maize,Burundi,1/27/12,0,599190,BIF
Bujumbura,Maize,Burundi,1/30/12,0,599583,BIF
Bujumbura,Maize,Burundi,1/31/12,0,600963,BIF
Bujumbura,Maize,Burundi,2/2/12,0,603214,BIF
Bujumbura,Maize,Burundi,2/6/12,0,604858,BIF
Bujumbura,Maize,Burundi,2/7/12,0,547261,BIF
Bujumbura,Maize,Burundi,2/8/12,0,549629,BIF
Bujumbura,Maize,Burundi,2/9/12,0,549574,BIF
Bujumbura,Maize,Burundi,2/10/12,0,549774,BIF
Bujumbura,Maize,Burundi,2/13/12,0,550226,BIF
Bujumbura,Maize,Burundi,2/14/12,0,448182,BIF
Bujumbura,Maize,Burundi,2/15/12,0,447797,BIF
Bujumbura,Maize,Burundi,2/16/12,0,447894,BIF
Bujumbura,Maize,Burundi,2/17/12,0,450217,BIF
Bujumbura,Maize,Burundi,2/20/12,0,446832,BIF
Bujumbura,Maize,Burundi,2/22/12,0,449205,BIF
Bujumbura,Maize,Burundi,2/23/12,0,448603,BIF
Bujumbura,Maize,Burundi,2/24/12,0,449115,BIF
Bujumbura,Maize,Burundi,2/27/12,0,445405,BIF
Bujumbura,Maize,Burundi,2/28/12,0,446825,BIF
Bujumbura,Maize,Burundi,2/29/12,0,451416,BIF
Bujumbura,Maize,Burundi,3/1/12,0,451245,BIF
Bujumbura,Maize,Burundi,3/2/12,0,470503,BIF
Bujumbura,Maize,Burundi,3/5/12,0,470725,BIF
Bujumbura,Maize,Burundi,3/7/12,0,468941,BIF
Bujumbura,Maize,Burundi,3/15/12,0,469669,BIF
Bujumbura,Maize,Burundi,3/17/12,0,490922,BIF
Bujumbura,Maize,Burundi,3/19/12,0,460594,BIF
Bujumbura,Maize,Burundi,3/20/12,0,464262,BIF
Bujumbura,Maize,Burundi,3/21/12,0,498959,BIF
Bujumbura,Maize,Burundi,3/22/12,0,499006,BIF
Bujumbura,Maize,Burundi,3/23/12,0,499636,BIF
Bujumbura,Maize,Burundi,3/26/12,0,495302,BIF
Bujumbura,Maize,Burundi,3/29/12,0,498874,BIF
Bujumbura,Maize,Burundi,4/3/12,0,491420,BIF
Bujumbura,Maize,Burundi,4/9/12,0,518580,BIF
Bujumbura,Maize,Burundi,4/10/12,0,494958,BIF
Bujumbura,Maize,Burundi,4/11/12,0,507357,BIF
Bujumbura,Maize,Burundi,4/13/12,0,489911,BIF
Bujumbura,Maize,Burundi,4/16/12,0,491066,BIF
Bujumbura,Maize,Burundi,4/17/12,0,499184,BIF
Bujumbura,Maize,Burundi,4/18/12,511945,465405,BIF
Bujumbura,Maize,Burundi,4/19/12,511151,464682,BIF
Bujumbura,Maize,Burundi,4/20/12,521058,473689,BIF
Bujumbura,Maize,Burundi,4/23/12,552380,502164,BIF
Bujumbura,Maize,Burundi,4/24/12,546022,496384,BIF
Bujumbura,Maize,Burundi,4/25/12,541094,491904,BIF
Bujumbura,Maize,Burundi,4/26/12,540856,491687,BIF
Bujumbura,Maize,Burundi,4/27/12,553573,503248,BIF
Bujumbura,Maize,Burundi,4/30/12,540506,491369,BIF
Bujumbura,Maize,Burundi,5/1/12,540590,491445,BIF
Bujumbura,Maize,Burundi,5/2/12,540562,491420,BIF
Bujumbura,Maize,Burundi,5/3/12,541599,492363,BIF
Bujumbura,Maize,Burundi,5/4/12,540832,491665,BIF
Bujumbura,Maize,Burundi,5/7/12,551315,501196,BIF
Bujumbura,Maize,Burundi,5/8/12,546022,496384,BIF
Bujumbura,Maize,Burundi,5/9/12,537343,488493,BIF
Bujumbura,Maize,Burundi,5/10/12,583825,486521,BIF
Bujumbura,Maize,Burundi,5/11/12,624425,520354,BIF
Bujumbura,Maize,Burundi,5/14/12,588507,490423,BIF
Bujumbura,Maize,Burundi,5/15/12,589821,491517,BIF
Bujumbura,Maize,Burundi,5/16/12,589882,491568,BIF
Bujumbura,Maize,Burundi,5/17/12,590354,491962,BIF
Bujumbura,Maize,Burundi,5/18/12,591486,492905,BIF
Bujumbura,Maize,Burundi,5/21/12,591976,493313,BIF
Bujumbura,Maize,Burundi,5/22/12,592106,493421,BIF
Bujumbura,Maize,Burundi,5/23/12,590692,492243,BIF
Bujumbura,Maize,Burundi,5/24/12,596411,497009,BIF
Bujumbura,Maize,Burundi,5/25/12,592002,493334,BIF
Bujumbura,Maize,Burundi,5/29/12,603023,502519,BIF
Bujumbura,Maize,Burundi,5/30/12,605741,504784,BIF
Bujumbura,Maize,Burundi,5/31/12,593301,494417,BIF
Bujumbura,Maize,Burundi,6/4/12,604423,503686,BIF
Bujumbura,Maize,Burundi,6/5/12,656595,555581,BIF
Bujumbura,Maize,Burundi,6/6/12,650000,550000,BIF
Bujumbura,Maize,Burundi,6/7/12,701376,601180,BIF
Bujumbura,Maize,Burundi,6/8/12,699621,599676,BIF
Bujumbura,Maize,Burundi,6/11/12,698951,599101,BIF
Bujumbura,Maize,Burundi,6/12/12,750497,650431,BIF
Bujumbura,Maize,Burundi,6/13/12,858744,757716,BIF
Bujumbura,Maize,Burundi,6/14/12,751972,651709,BIF
Bujumbura,Maize,Burundi,6/15/12,748006,648272,BIF
Bujumbura,Maize,Burundi,6/18/12,699999,650000,BIF
Bujumbura,Maize,Burundi,6/19/12,687261,589082,BIF
Bujumbura,Maize,Burundi,6/22/12,646120,596419,BIF
Bujumbura,Maize,Burundi,6/25/12,654722,604359,BIF
Bujumbura,Maize,Burundi,6/26/12,605960,555464,BIF
Bujumbura,Maize,Burundi,6/27/12,593227,543792,BIF
Bujumbura,Maize,Burundi,6/28/12,589905,540745,BIF
Bujumbura,Maize,Burundi,6/29/12,652136,551808,BIF
Bujumbura,Maize,Burundi,7/2/12,611856,509880,BIF
Bujumbura,Maize,Burundi,7/3/12,609019,507516,BIF
Bujumbura,Maize,Burundi,7/4/12,612875,510729,BIF
Bujumbura,Maize,Burundi,7/5/12,644094,545004,BIF
Bujumbura,Maize,Burundi,7/6/12,649319,599373,BIF
Bujumbura,Maize,Burundi,7/9/12,658503,607850,BIF
Bujumbura,Maize,Burundi,7/10/12,701877,601610,BIF
Bujumbura,Maize,Burundi,7/11/12,639002,589849,BIF
Bujumbura,Maize,Burundi,7/12/12,662269,611324,BIF
Bujumbura,Maize,Burundi,7/13/12,650271,600249,BIF
Bujumbura,Maize,Burundi,7/16/12,650001,550000,BIF
Bujumbura,Maize,Burundi,7/17/12,599896,549904,BIF
Bujumbura,Maize,Burundi,7/18/12,600244,550224,BIF
Bujumbura,Maize,Burundi,7/19/12,611098,560174,BIF
Bujumbura,Maize,Burundi,7/20/12,648563,548784,BIF
Bujumbura,Maize,Burundi,7/23/12,650000,550000,BIF
Bujumbura,Maize,Burundi,7/24/12,649512,549587,BIF
Bujumbura,Maize,Burundi,7/25/12,652806,552374,BIF
Bujumbura,Maize,Burundi,7/26/12,643633,544613,BIF
Bujumbura,Maize,Burundi,7/27/12,643652,544628,BIF
Bujumbura,Maize,Burundi,7/31/12,664754,562484,BIF
Bujumbura,Maize,Burundi,8/1/12,659783,558278,BIF
Bujumbura,Maize,Burundi,8/2/12,656244,555284,BIF
Bujumbura,Maize,Burundi,8/3/12,0,0,BIF
Bujumbura,Maize,Burundi,8/6/12,0,0,BIF
Bujumbura,Maize,Burundi,8/7/12,0,0,BIF
Bujumbura,Maize,Burundi,8/8/12,0,0,BIF
Bujumbura,Maize,Burundi,8/9/12,0,0,BIF
Bujumbura,Maize,Burundi,8/10/12,0,0,BIF
Bujumbura,Maize,Burundi,8/13/12,702258,601935,BIF
Bujumbura,Maize,Burundi,8/14/12,0,0,BIF
Bujumbura,Maize,Burundi,8/16/12,633123,584421,BIF
Bujumbura,Maize,Burundi,8/17/12,666762,615473,BIF
Bujumbura,Maize,Burundi,8/20/12,672867,621108,BIF
Bujumbura,Maize,Burundi,8/21/12,718053,635990,BIF
Bujumbura,Maize,Burundi,8/22/12,718053,666762,BIF
Bujumbura,Maize,Burundi,8/23/12,666762,718053,BIF
Bujumbura,Maize,Burundi,8/24/12,718053,666762,BIF
Bujumbura,Maize,Burundi,8/27/12,720076,668641,BIF
Bujumbura,Maize,Burundi,8/28/12,719570,668171,BIF
Bujumbura,Maize,Burundi,8/29/12,750000,649999,BIF
Bujumbura,Maize,Burundi,8/30/12,701972,651830,BIF
Bujumbura,Maize,Burundi,8/31/12,749999,650000,BIF
Bujumbura,Maize,Burundi,9/3/12,700000,650000,BIF
Bujumbura,Maize,Burundi,9/4/12,700000,650000,BIF
Bujumbura,Maize,Burundi,9/4/12,700000,650000,BIF
Bujumbura,Maize,Burundi,9/5/12,699017,649088,BIF
Bujumbura,Maize,Burundi,9/6/12,701968,651829,BIF
Bujumbura,Maize,Burundi,9/7/12,699507,649543,BIF
Bujumbura,Maize,Burundi,9/10/12,693600,644058,BIF
Bujumbura,Maize,Burundi,9/11/12,700000,650001,BIF
Bujumbura,Maize,Burundi,9/13/12,704449,654132,BIF
Bujumbura,Maize,Burundi,9/14/12,704449,654132,BIF
Bujumbura,Maize,Burundi,9/15/12,700988,650919,BIF
Bujumbura,Maize,Burundi,9/17/12,701977,621751,BIF
Bujumbura,Maize,Burundi,9/18/12,701977,651837,BIF
Bujumbura,Maize,Burundi,9/19/12,700988,650919,BIF
Bujumbura,Maize,Burundi,9/20/12,716291,665127,BIF
Bujumbura,Maize,Burundi,9/21/12,713822,662835,BIF
Bujumbura,Maize,Burundi,9/24/12,718759,667419,BIF
Bujumbura,Maize,Burundi,9/25/12,714810,663752,BIF
Bujumbura,Maize,Burundi,9/26/12,712341,661460,BIF
Bujumbura,Maize,Burundi,9/27/12,717278,666044,BIF
Bujumbura,Maize,Burundi,9/28/12,716784,665585,BIF
Bujumbura,Maize,Burundi,10/1/12,712632,661728,BIF
Bujumbura,Maize,Burundi,10/2/12,760932,710203,BIF
Bujumbura,Maize,Burundi,10/3/12,768229,717015,BIF
Bujumbura,Maize,Burundi,10/4/12,770645,719269,BIF
Bujumbura,Maize,Burundi,10/5/12,770686,719308,BIF
Bujumbura,Maize,Burundi,10/8/12,771588,720149,BIF
Bujumbura,Maize,Burundi,10/9/12,770132,718790,BIF
Bujumbura,Maize,Burundi,10/10/12,763534,712632,BIF
Bujumbura,Maize,Burundi,10/11/12,762544,711708,BIF
Bujumbura,Maize,Burundi,10/12/12,773879,722288,BIF
Bujumbura,Maize,Burundi,10/15/12,763653,712743,BIF
Bujumbura,Maize,Burundi,10/16/12,785002,732669,BIF
Bujumbura,Maize,Burundi,10/17/12,772474,720977,BIF
Bujumbura,Maize,Burundi,10/18/12,778425,726530,BIF
Bujumbura,Maize,Burundi,10/19/12,765876,714818,BIF
Bujumbura,Maize,Burundi,10/22/12,764150,713207,BIF
Bujumbura,Maize,Burundi,10/23/12,763316,712429,BIF
Bujumbura,Maize,Burundi,10/24/12,763591,712685,BIF
Bujumbura,Maize,Burundi,10/25/12,763601,712695,BIF
Bujumbura,Maize,Burundi,10/26/12,771334,719912,BIF
Bujumbura,Maize,Burundi,10/29/12,903733,853524,BIF
Bujumbura,Maize,Burundi,10/30/12,904977,854699,BIF
Bujumbura,Maize,Burundi,10/31/12,908708,858224,BIF
Bujumbura,Maize,Burundi,11/1/12,859986,809399,BIF
Bujumbura,Maize,Burundi,11/2/12,861161,810504,BIF
Bujumbura,Maize,Burundi,11/5/12,963788,862335,BIF
Bujumbura,Maize,Burundi,11/6/12,913062,862335,BIF
Bujumbura,Maize,Burundi,11/8/12,859986,809399,BIF
Bujumbura,Maize,Burundi,11/9/12,861748,811057,BIF
Bujumbura,Maize,Burundi,11/12/12,911196,860573,BIF
Bujumbura,Maize,Burundi,11/13/12,913062,862335,BIF
Bujumbura,Maize,Burundi,11/14/12,913062,862335,BIF
Bujumbura,Maize,Burundi,11/15/12,898161,848263,BIF
Bujumbura,Maize,Burundi,11/16/12,850000,800000,BIF
Bujumbura,Maize,Burundi,11/19/12,896935,847105,BIF
Bujumbura,Maize,Burundi,11/20/12,895708,845947,BIF
Bujumbura,Maize,Burundi,11/21/12,850000,800000,BIF
Bujumbura,Maize,Burundi,11/22/12,850000,800001,BIF
Bujumbura,Maize,Burundi,11/23/12,850000,800001,BIF
Bujumbura,Maize,Burundi,11/23/12,850000,800001,BIF
Bujumbura,Maize,Burundi,11/26/12,850001,800001,BIF
Bujumbura,Maize,Burundi,11/27/12,850001,800001,BIF
Bujumbura,Maize,Burundi,11/28/12,850001,800000,BIF
Bujumbura,Maize,Burundi,11/29/12,850000,799999,BIF
Bujumbura,Maize,Burundi,11/30/12,850000,800000,BIF
Bujumbura,Maize,Burundi,12/3/12,903016,852848,BIF
Bujumbura,Maize,Burundi,12/4/12,904659,854400,BIF
Bujumbura,Maize,Burundi,12/5/12,900000,850000,BIF
Bujumbura,Maize,Burundi,12/6/12,900001,849999,BIF
Bujumbura,Maize,Burundi,12/7/12,901205,851137,BIF
Bujumbura,Maize,Burundi,12/10/12,800000,750000,BIF
Bujumbura,Maize,Burundi,12/11/12,799999,750000,BIF
Bujumbura,Maize,Burundi,12/12/12,800534,750501,BIF
Bujumbura,Maize,Burundi,12/13/12,799999,750000,BIF
Bujumbura,Maize,Burundi,12/14/12,799999,750000,BIF
Bujumbura,Maize,Burundi,12/17/12,800000,750001,BIF
Bujumbura,Maize,Burundi,12/18/12,801615,751515,BIF
Bujumbura,Maize,Burundi,12/19/12,848858,818898,BIF
Bujumbura,Maize,Burundi,12/20/12,850000,819999,BIF
Bujumbura,Maize,Burundi,12/21/12,856805,826564,BIF
Bujumbura,Maize,Burundi,12/24/12,800000,780001,BIF
Bujumbura,Maize,Burundi,12/26/12,797896,777949,BIF
Bujumbura,Maize,Burundi,12/27/12,795793,775898,BIF
Bujumbura,Maize,Burundi,12/31/12,809512,758916,BIF
Bujumbura,Maize,Burundi,1/2/13,800001,750000,BIF
Bujumbura,Maize,Burundi,1/3/13,799472,749504,BIF
Bujumbura,Maize,Burundi,1/4/13,800000,750000,BIF
Bujumbura,Maize,Burundi,1/7/13,804104,843812,BIF
Bujumbura,Maize,Burundi,1/8/13,750000,700001,BIF
Bujumbura,Maize,Burundi,1/9/13,750000,700000,BIF
Bujumbura,Maize,Burundi,1/10/13,750001,700000,BIF
Bujumbura,Maize,Burundi,1/11/13,755048,704710,BIF
Bujumbura,Maize,Burundi,1/14/13,750001,699999,BIF
Bujumbura,Maize,Burundi,1/15/13,751516,701413,BIF
Bujumbura,Maize,Burundi,1/16/13,752520,702352,BIF
Bujumbura,Maize,Burundi,1/17/13,699999,750000,BIF
Bujumbura,Maize,Burundi,1/18/13,749499,699531,BIF
Bujumbura,Maize,Burundi,1/21/13,751003,700935,BIF
Bujumbura,Maize,Burundi,1/22/13,748999,699066,BIF
Bujumbura,Maize,Burundi,1/23/13,798395,748496,BIF
Bujumbura,Maize,Burundi,1/24/13,798395,748496,BIF
Bujumbura,Maize,Burundi,1/25/13,795187,745488,BIF
Bujumbura,Maize,Burundi,1/28/13,863537,815563,BIF
Bujumbura,Maize,Burundi,1/29/13,903016,852848,BIF
Bujumbura,Maize,Burundi,1/29/13,903016,852848,BIF
Bujumbura,Maize,Burundi,1/30/13,900000,850000,BIF
Bujumbura,Maize,Burundi,1/31/13,900000,850000,BIF
Bujumbura,Maize,Burundi,1/31/13,900000,850000,BIF
Bujumbura,Maize,Burundi,2/1/13,905878,855552,BIF
Bujumbura,Maize,Burundi,2/1/13,905878,855552,BIF
Bujumbura,Maize,Burundi,2/4/13,900000,850000,BIF
Bujumbura,Maize,Burundi,2/5/13,900000,850000,BIF
Bujumbura,Maize,Burundi,2/6/13,900000,850000,BIF
Bujumbura,Maize,Burundi,2/7/13,942645,893032,BIF
Bujumbura,Maize,Burundi,2/11/13,964206,913460,BIF
Bujumbura,Maize,Burundi,2/12/13,933940,884786,BIF
Bujumbura,Maize,Burundi,2/13/13,956794,906438,BIF
Bujumbura,Maize,Burundi,2/14/13,1007802,957412,BIF
Bujumbura,Maize,Burundi,2/15/13,1011703,961118,BIF
Bujumbura,Maize,Burundi,2/18/13,1007802,957412,BIF
Bujumbura,Maize,Burundi,2/19/13,1009753,959265,BIF
Bujumbura,Maize,Burundi,2/20/13,1009753,959265,BIF
Bujumbura,Maize,Burundi,2/21/13,1004551,954323,BIF
Bujumbura,Maize,Burundi,2/22/13,1014954,964206,BIF
Bujumbura,Maize,Burundi,2/25/13,1007802,957412,BIF
Bujumbura,Maize,Burundi,2/26/13,1001950,951853,BIF
Bujumbura,Maize,Burundi,2/27/13,1008452,958029,BIF
Bujumbura,Maize,Burundi,2/28/13,998700,948764,BIF
Bujumbura,Maize,Burundi,3/1/13,993498,943823,BIF
Bujumbura,Maize,Burundi,3/4/13,979194,930234,BIF
Bujumbura,Maize,Burundi,3/5/13,979844,930851,BIF
Bujumbura,Maize,Burundi,3/6/13,972692,924057,BIF
Bujumbura,Maize,Burundi,3/7/13,972042,923439,BIF
Bujumbura,Maize,Burundi,3/8/13,972042,923439,BIF
Bujumbura,Maize,Burundi,3/11/13,1014304,963589,BIF
Bujumbura,Maize,Burundi,3/12/13,973992,925292,BIF
Bujumbura,Maize,Burundi,3/13/13,987646,938264,BIF
Bujumbura,Maize,Burundi,3/18/13,967455,916535,BIF
Bujumbura,Maize,Burundi,3/19/13,967455,916535,BIF
Bujumbura,Maize,Burundi,3/20/13,966831,915945,BIF
Bujumbura,Maize,Burundi,3/21/13,971818,920669,BIF
Bujumbura,Maize,Burundi,3/22/13,966831,915945,BIF
Bujumbura,Maize,Burundi,3/25/13,1034371,982653,BIF
Bujumbura,Maize,Burundi,3/26/13,982885,931155,BIF
Bujumbura,Maize,Burundi,3/27/13,1034468,982745,BIF
Bujumbura,Maize,Burundi,3/28/13,1034235,982524,BIF
Bujumbura,Maize,Burundi,3/29/13,990025,940524,BIF
Bujumbura,Maize,Burundi,4/1/13,990025,940524,BIF
Bujumbura,Maize,Burundi,4/2/13,1026911,975566,BIF
Bujumbura,Maize,Burundi,4/3/13,982983,931248,BIF
Bujumbura,Maize,Burundi,4/4/13,931190,879458,BIF
Bujumbura,Maize,Burundi,4/5/13,919242,868174,BIF
Bujumbura,Maize,Burundi,4/8/13,879403,827672,BIF
Bujumbura,Maize,Burundi,4/9/13,792020,841523,BIF
Bujumbura,Maize,Burundi,4/10/13,879447,827713,BIF
Bujumbura,Maize,Burundi,4/11/13,819997,768748,BIF
Bujumbura,Maize,Burundi,4/12/13,820399,769125,BIF
Bujumbura,Maize,Burundi,4/15/13,827724,775991,BIF
Bujumbura,Maize,Burundi,4/16/13,827791,776054,BIF
Bujumbura,Maize,Burundi,4/17/13,819899,768656,BIF
Bujumbura,Maize,Burundi,4/18/13,819956,768709,BIF
Bujumbura,Maize,Burundi,4/19/13,827770,776035,BIF
Bujumbura,Maize,Burundi,4/23/13,760068,709397,BIF
Bujumbura,Maize,Burundi,4/24/13,760193,709514,BIF
Bujumbura,Maize,Burundi,4/25/13,768854,717597,BIF
Bujumbura,Maize,Burundi,4/26/13,768767,717516,BIF
Bujumbura,Maize,Burundi,4/29/13,820033,768781,BIF
Bujumbura,Maize,Burundi,4/30/13,827822,776083,BIF
Bujumbura,Maize,Burundi,5/1/13,792020,742519,BIF
Bujumbura,Maize,Burundi,5/2/13,826548,774889,BIF
Bujumbura,Maize,Burundi,5/3/13,827564,775841,BIF
Bujumbura,Maize,Burundi,5/6/13,816711,765667,BIF
Bujumbura,Maize,Burundi,5/7/13,827182,775484,BIF
Bujumbura,Maize,Burundi,5/8/13,819249,768046,BIF
Bujumbura,Maize,Burundi,5/10/13,819259,768056,BIF
Bujumbura,Maize,Burundi,5/13/13,767592,716420,BIF
Bujumbura,Maize,Burundi,5/15/13,716817,665614,BIF
Bujumbura,Maize,Burundi,5/16/13,716875,665669,BIF
Bujumbura,Maize,Burundi,5/17/13,717286,666050,BIF
Bujumbura,Maize,Burundi,5/21/13,900083,835792,BIF
Bujumbura,Maize,Burundi,5/22/13,903583,839042,BIF
Bujumbura,Maize,Burundi,5/23/13,904749,840126,BIF
Bujumbura,Maize,Burundi,5/24/13,909416,844459,BIF
Bujumbura,Maize,Burundi,5/27/13,907083,842292,BIF
Bujumbura,Maize,Burundi,5/28/13,907083,842292,BIF
Bujumbura,Maize,Burundi,5/29/13,969375,904749,BIF
Bujumbura,Maize,Burundi,5/30/13,961875,897749,BIF
Bujumbura,Maize,Burundi,5/31/13,958125,894249,BIF
Bujumbura,Maize,Burundi,6/4/13,894833,830917,BIF
Bujumbura,Maize,Burundi,6/5/13,892499,828751,BIF
Bujumbura,Maize,Burundi,6/6/13,895416,831459,BIF
Bujumbura,Maize,Burundi,6/7/13,893666,829834,BIF
Bujumbura,Maize,Burundi,6/10/13,834167,770000,BIF
Bujumbura,Maize,Burundi,6/12/13,828209,764500,BIF
Bujumbura,Maize,Burundi,6/13/13,823876,760500,BIF
Bujumbura,Maize,Burundi,6/14/13,828751,765000,BIF
Bujumbura,Maize,Burundi,6/18/13,650000,600000,BIF
Bujumbura,Maize,Burundi,6/19/13,660863,610796,BIF
Bujumbura,Maize,Burundi,6/20/13,601176,551077,BIF
Bujumbura,Maize,Burundi,6/21/13,656356,605867,BIF
Bujumbura,Maize,Burundi,6/24/13,657627,607040,BIF
Bujumbura,Maize,Burundi,6/25/13,600000,570001,BIF
Bujumbura,Maize,Burundi,6/26/13,651695,601564,BIF
Bujumbura,Maize,Burundi,6/27/13,653390,603129,BIF
Bujumbura,Maize,Burundi,7/1/13,648305,598435,BIF
Bujumbura,Maize,Burundi,7/2/13,647882,598044,BIF
Bujumbura,Maize,Burundi,7/3/13,648305,598435,BIF
Bujumbura,Maize,Burundi,7/4/13,648305,598435,BIF
Bujumbura,Maize,Burundi,7/10/13,699087,649153,BIF
Bujumbura,Maize,Burundi,7/11/13,702281,652119,BIF
Bujumbura,Maize,Burundi,7/12/13,691813,642397,BIF
Bujumbura,Maize,Burundi,7/15/13,696816,647043,BIF
Bujumbura,Maize,Burundi,7/16/13,694997,645354,BIF
Bujumbura,Maize,Burundi,7/17/13,696335,646597,BIF
Bujumbura,Maize,Burundi,7/18/13,566198,522644,BIF
Bujumbura,Maize,Burundi,7/19/13,816975,758620,BIF
Bujumbura,Maize,Burundi,7/22/13,650001,600000,BIF
Bujumbura,Maize,Burundi,7/23/13,647876,598039,BIF
Bujumbura,Maize,Burundi,7/24/13,697712,647876,BIF
Bujumbura,Maize,Burundi,7/25/13,642354,592941,BIF
Bujumbura,Maize,Burundi,7/26/13,644478,594902,BIF
Bujumbura,Maize,Burundi,7/29/13,643628,594118,BIF
Bujumbura,Maize,Burundi,7/30/13,642778,593334,BIF
Bujumbura,Maize,Burundi,7/31/13,651718,601586,BIF
Bujumbura,Maize,Burundi,8/1/13,650859,600793,BIF
Bujumbura,Maize,Burundi,8/2/13,649570,599603,BIF
Bujumbura,Maize,Burundi,8/5/13,648539,598652,BIF
Bujumbura,Maize,Burundi,8/6/13,652364,602182,BIF
Bujumbura,Maize,Burundi,8/7/13,652713,602504,BIF
Bujumbura,Maize,Burundi,8/8/13,648670,598772,BIF
Bujumbura,Maize,Burundi,8/9/13,650542,600500,BIF
Bujumbura,Maize,Burundi,8/12/13,656054,605588,BIF
